city,state,country,shape,comments,latitude,longitude,date,time,datetime
pulsano&#44 taranto (italy),,Italy,fireball,i&#39m italian.excuse for my bad english.at 21.40&#44 during the dinner&#44 I see a fireball in the sky.we were 5 witnesses&#44 me&#44 my,40.384582,17.35466,2002-08-19,21:40,2002-08-19 21:40
stafford (uk/england),,United Kingdom,sphere,Appeared to be a UFO,52.833333,-2.0,2004-08-19,21:15,2004-08-19 21:15
cheltenham (uk/england),,United Kingdom,light,Orange lights in sky.,51.9,-2.083333,2005-08-19,22:30,2005-08-19 22:30
seaton (devon&#44 uk/england),,Uk/england,diamond,seaton devon over the sea,50.705313,-3.071873,2005-08-19,23:00,2005-08-19 23:00
halidiki (mount holomontas) (greece),,Greece,sphere,saw between pine trees while driving&#44 flew from left 2 right&#44 centered then flew straight and disappeared,40.3695,23.287085,2006-08-19,20:00,2006-08-19 20:00
gibraltar,,Fuck,other,Two star-like lights travelling in perfect line with eachother.   ((NUFORC Note:  ISS in formation with Space Shuttle??  PD)),36.140751,-5.353585,2007-08-19,22:50,2007-08-19 22:50
colwynbay (uk/england),,Uk/england,light,I WAS GOING HOME AND NOTICED AN ORANGE LIGHT IN THE SKY TRAVELING TOWARDS ME THERE WAS NO SOUND AS IT PASSED OVERHEAD. I GRABBED MY,53.293182,-3.72764,2008-08-19,21:51,2008-08-19 21:51
london (uk/england),,United Kingdom,circle,3 Orange meteors followed by 7 grey meteors over London heading west.,51.514125,-0.093689,2009-08-19,23:30,2009-08-19 23:30
london (uk/england),,United Kingdom,triangle,Curved-triangular shape&#44 flying in sky in London&#44 UK,51.514125,-0.093689,2012-08-19,02:09,2012-08-19 02:09
romford (essex) (uk/england),,United Kingdom,disk,Disc shaped green ufo.,51.583333,0.2,1996-08-20,17:00,1996-08-20 17:00
chechauoene (morocco),,Morocco,changing,Clearly saw a flying boomarang-shaped object that made no noise and had no running lights in Morocco.,35.171389,-5.269722,1998-08-20,22:00,1998-08-20 22:00
weissenburg (germany),,Germany,circle,the object grew big and schrank again then flew away like lightning,50.733333,11.45,2000-08-20,23:00,2000-08-20 23:00
calahonda (spain),,Spain,circle,Lights zig-zaging,36.7,-3.416667,2001-08-20,01:20,2001-08-20 01:20
dundee (tayside; alba) (uk/scotland),ns,United Kingdom,light,THE TIME JIST AFORE DAWN I WENT TO THE WINDOW AND WAS SUDDENLY AWARE OF DEFIND UNBLINDING CLEAN WHITE LIGHT INA SPHERE FORM.ITRIED ALWA,56.5,-2.966667,2001-08-20,24:00,2001-08-20 24:00
birmingham (uk/england),,United Kingdom,sphere,My old friend told me that he saw the similar sighting&#44 now i believe him 100%.,52.466667,-1.916667,2002-08-20,23:53,2002-08-20 23:53
newton abbot (uk/england),,United Kingdom,circle,A circle of lights in the air in low cloud. No sound. Started revolving and moved slowly.,50.533333,-3.6,2003-08-20,22:10,2003-08-20 22:10
kaunas (lithuania),,Lithuania,other,It was double chair shaped&#44 smoothly flying&#44 obscure&#44 ~10 dots object.,54.898521,23.903597,2003-08-20,23:50,2003-08-20 23:50
stacksteads (uk/england),,Uk/england,light,the light moved silently&amp; slowly in a straight line &amp; flashed over a cloud lighting it up,53.69147,-2.236136,2004-08-20,22:00,2004-08-20 22:00
adriatic sea (near hvar) (croatia),,Croatia,formation,Triangle of lights moving in a straight line across the Agean Sea almost west-to-east.,41.85509,17.290284,2004-08-20,22:15,2004-08-20 22:15
wakefield (uk/england),,United Kingdom,disk,silver disc very high up in the sky west yorkshire england,53.7,-1.483333,2005-08-20,20:00,2005-08-20 20:00
shropshire (uk/england),,United Kingdom,circle,VERTICAL UFO TAKE OF WITH EJECTING SHIP,52.666667,-2.75,2009-08-20,21:00,2009-08-20 21:00
shebbear (uk/england),,United Kingdom,circle,It was circular and scary.,50.85,-4.216667,2009-08-20,23:57,2009-08-20 23:57
cheshire (uk/england),,United Kingdom,sphere,Very Bright orb seen in Daylight&#44 on A51 accelerating towards Chester&#44 UK,53.166667,-2.583333,2011-08-20,20:00,2011-08-20 20:00
sundrland (uk/england),,Uk/england,unknown,Multiple UFO sightings across a two day period first time experiment in remote viewing.,54.906869,-1.383801,2012-08-20,22:15,2012-08-20 22:15
uk/england,,United Kingdom,unknown,Bright light shoots up then dissapears,52.355518,-1.17432,2012-08-20,23:50,2012-08-20 23:50
france,,France,other,Large spiral pattern in sky. wind blew cloud moved pattern didn&#39t 2 armed helicopters completly black arived at area warning of with li,46.227638,2.213749,1996-08-21,11:30,1996-08-21 11:30
glastonbury (uk/england),,United Kingdom,sphere,red ball splits in 2 then joins  back together over middle drove glastonbury england 1998,51.146667,-2.714444,1998-08-21,21:00,1998-08-21 21:00
aegean sea (greece),,Greece,light,Three light spots converging to centre and disappearing at amazing speed,39.019184,25.268555,2001-08-21,01:00,2001-08-21 01:00
bristol&#44 south gloucester (uk/england),,Uk/england,cylinder,tube of light in clear blue sky,51.454513,-2.58791,2005-08-21,14:44,2005-08-21 14:44
derby (uk/england),,United Kingdom,egg,High spead UFO sigting.,53.166667,-1.583333,2005-08-21,14:46,2005-08-21 14:46
guildford (uk/england),,United Kingdom,circle,The object was seen at Newlands Corner Guildford Surrey U.K. The spherical object was travelling at a constant speed of about 50 ki,51.216667,-0.566667,2006-08-21,19:00,2006-08-21 19:00
hope (uk/england),,United Kingdom,light,single bright light travelling over Derbyshire,53.116667,-3.033333,2006-08-21,21:00,2006-08-21 21:00
edinburgh (uk/scotland),,United Kingdom,light,a bright light in the southtern sky&#44 brighter than Venus would be but about the same size moving from west to east dropping slightly as,55.833333,-3.083333,2006-08-21,21:40,2006-08-21 21:40
santa caterina di pittinuri (italy),,Italy,oval,Very fast object captured by camera while taking panoramic images.  ((NUFORC Note:  No photo sent&#44 we believe.  PD)),40.10738,8.491163,2008-08-21,15:26,2008-08-21 15:26
baildon (uk/england),,United Kingdom,unknown,three flying objects no sound orange lights all around disapeared one by one,53.85,-1.766667,2009-08-21,00:00,2009-08-21 00:00
viljandi (estonia),,Estonia,changing,boomerang-like object flied extremely fast across the sky without any sound,58.368091,25.597836,2009-08-21,23:00,2009-08-21 23:00
basel (switzerland),,Switzerland,formation,Formation of initially 4 objects&#44 one emitting another smaller object&#44 then when witnesses gathered only three objects remaining.,47.567442,7.597551,2010-08-21,17:45,2010-08-21 17:45
london (uk/england),,United Kingdom,teardrop,Very bright Star in London moving slowly overhead.  Have good pictures.,51.514125,-0.093689,2011-08-21,22:10,2011-08-21 22:10
bodrum (turkey),,Turkey,flash,Blinking SkyLight,37.035339,27.43029,2003-08-02,01:00,2003-08-02 01:00
stevenage (uk/england),,United Kingdom,light,A stationary light observed over Stevenage before it followed two other fast moving objects&#44 one light and one hazy object.,51.916667,-0.216667,2003-08-02,12:30,2003-08-02 12:30
blanes (spain),,Spain,light,Luz brillante muy r&Atilde;&#161;pida&#44 dos aviones intentan interceptarla.,41.675995,2.790229,2003-08-02,22:30,2003-08-02 22:30
wiltshire&#44 alton barnes (uk/england),,Uk/england,fireball,ufo sighting in the UK&#44 Wiltshire,51.356863,-1.849501,2005-08-02,20:29,2005-08-02 20:29
exmouth (uk/england),,United Kingdom,diamond,Bright green light over Exmouth&#44 England.,50.583333,-3.4,2006-08-02,02:30,2006-08-02 02:30
avoch (uk/scotland),,United Kingdom,circle,Bright object moved quickly across the night sky.,57.566667,-4.166667,2009-08-02,22:45,2009-08-02 22:45
opole and lednica (between) (poland),,Poland,sphere,Being on a road&#44 from the car windows me and a woman have seen immobile lighting spherical object in dirction of SSW &#44 ~ 30 degrees hig,50.9333,17.45,1999-08-22,21:40,1999-08-22 21:40
shropham norfolk (uk/england),,Uk/england,light,Bright Yellow/Orange Lights hovering and following car for 4 Miles.Photos of lights obtained after arriving home.,52.497193,0.918423,2002-08-22,21:45,2002-08-22 21:45
lahti (finland),,Finland,oval,five red shining oval shaped objects flying fast and silently,60.983693,25.650317,2004-08-22,01:30,2004-08-22 01:30
doncaster (south yorkshire) (uk/england),,United Kingdom,sphere,I saw a light in the sky with a smaller light orbiting it moving strangely.,53.533333,-1.116667,2005-08-22,00:00,2005-08-22 00:00
glasgow (outside of) (uk/scotland),,United Kingdom,circle,Sighting near to Glasgow Scotland by police officers.,55.833333,-4.25,2006-08-22,19:30,2006-08-22 19:30
dobron-lodz (poland),,Poland,circle,It was a Bright Red Light as big as a Tennis Ball in the sky.,51.638056,19.244722,2006-08-22,23:00,2006-08-22 23:00
velson noord (netherlands),,Netherlands,light,2 bright orange lights followed by a 3rd&#44 heading south to north then disappearing into the sky. Velson noord&#44 Netherlands.,52.472747,4.639247,2007-08-22,00:00,2007-08-22 00:00
marbella (spain),,Spain,triangle,Mircrolight?,36.510071,-4.882447,2009-08-22,17:30,2009-08-22 17:30
northampton (uk/england),,United Kingdom,light,40 orange flickering lights,52.25,-0.883333,2009-08-22,20:50,2009-08-22 20:50
uk/england,,United Kingdom,other,2 orange orbs gliding through the sky,52.355518,-1.17432,2009-08-22,21:30,2009-08-22 21:30
coalville (uk/england),,United Kingdom,other,2 orange light travellin slowley across the sky above leicestershire at 21:40 hrs,52.716667,-1.366667,2009-08-22,21:40,2009-08-22 21:40
alencon (france),,France,light,Orange lights crossing the sky in Alencon (Normandy) 08/22/2010.,48.432856,0.091266,2010-08-22,01:30,2010-08-22 01:30
san gennaro vesuviano (naples) (italy),,Italy,fireball,A round ball (circle)&#44 colour like fire&#44 orange&#44 moving from left to right&#44 then it quickly became smaller like a point and disapperead,40.860559,14.52807,2010-08-22,21:00,2010-08-22 21:00
istanbul (turkey),,Turkey,fireball,On wednesday evening&#44 after the earthquake which happened at time 16:41 at Hendek&#44 Ankara&#44 we were driving in atasehir &#44 where is at&#44 t,41.00527,28.97696,2000-08-23,20:10,2000-08-23 20:10
burgess hill (uk/england),,United Kingdom,formation,Semi-circle light formation,50.966667,-0.133333,2000-08-23,23:15,2000-08-23 23:15
rotterdam (netherlands),,Netherlands,light,Fast moving orange light&#44 it was not a aeroplane.,51.921667,4.481111,2001-08-23,02:55,2001-08-23 02:55
frankenthal/pfalz (germany),,Germany,other,sorry but i can&#39t speak that good english and i hope you will understand me&#33 I took a walk last night and i looked up the sky for shoot,49.543185,8.351234,2003-08-23,04:00,2003-08-23 04:00
caransebes (romania),,Romaina,fireball,one star fly and dissapear like in movie s.f,45.421389,22.221944,2004-08-23,23:00,2004-08-23 23:00
twello (netherlands),,Netherlands,unknown,2 strange lights in a bright blue sky,52.237554,6.09814,2007-08-23,06:55,2007-08-23 06:55
cambridgeshire (uk/england),,United Kingdom,other,Many bright orange circluar objects/lights&#44 hovering slowly to the east up and down in a random motion.,52.333333,0.083333,2008-08-23,01:27,2008-08-23 01:27
bitburg (germany),,Germany,sphere,Orange glowing lights float in formation over germany.,49.966667,6.533333,2008-08-23,22:30,2008-08-23 22:30
berlin (germany),,Germany,circle,august 23 &#44 Berlin&#44Germany at 22:55 ca. sphere or saucer&#44 sandy in color &quot;flat matt&quot; silent moving in straight line very fast,52.516667,13.4,2008-08-23,22:55,2008-08-23 22:55
riga (latvia),,Latvia,fireball,Triangle shape and seperated pulsating lightballs moving over city to the north.,56.949649,24.105186,2008-08-23,23:25,2008-08-23 23:25
uk/england,,United Kingdom,sphere,orange sphere glow,52.355518,-1.17432,2009-08-23,21:20,2009-08-23 21:20
lancashire (uk/england),,United Kingdom,circle,Happened yesterday in broad day light and there has been other reports about the same siting in the same area.,53.888996,-2.633778,2011-08-23,18:30,2011-08-23 18:30
mechelen (belgium),,Belgium,formation,Formation of satelites ?,51.025876,4.477536,2001-08-24,22:30,2001-08-24 22:30
london (uk/england),,United Kingdom,circle,round orange objects over london&#44 england,51.514125,-0.093689,2001-08-24,23:50,2001-08-24 23:50
mansfield (uk/england),,United Kingdom,disk,Scary.,53.133333,-1.2,2005-08-24,00:00,2005-08-24 00:00
broadway (uk/england),,United Kingdom,unknown,bright red lights and fast,51.764722,-4.472778,2005-08-24,22:45,2005-08-24 22:45
dalton-in-furness (uk/england),,Uk/england,circle,Red&#44blue and green lights flashing over Dalton.,54.156887,-3.1782,2006-08-24,22:05,2006-08-24 22:05
haslemere (uk/england),,United Kingdom,teardrop,the object was there for about ten secs then disapaired.,51.083333,-0.7,1995-08-25,13:26,1995-08-25 13:26
bootle (uk/england),,United Kingdom,triangle,I was walking along the beach (north) towards Southport When I noticed a or really felt a strong warm breeze go past me. As I looked up,53.466667,-3.016667,2000-08-25,21:30,2000-08-25 21:30
coventry (uk/england),,United Kingdom,other,Square object tumbling under cloud level in the Warwickshire&#44 UK skies,52.416667,-1.55,2003-08-25,13:00,2003-08-25 13:00
wiltshire-stonehenge (uk/england),,Uk/england,circle,Two disk flying in formation over stonehenge(U.K),51.178882,-1.826215,2003-08-25,15:00,2003-08-25 15:00
southampton (uk/england),,United Kingdom,circle,Circular object with ring of lights seen flying over Southampton&#44 UK,50.9,-1.4,2003-08-25,21:35,2003-08-25 21:35
wernhout (netherlands),,Netherlands,circle,25/8/5 23:57 round yellow object moved fast near to ground followed by 2# object near Belgium border,51.455884,4.643196,2005-08-25,23:57,2005-08-25 23:57
cardiff (uk/wales),,United Kingdom,triangle,prototype Jet flying in cardiff?,51.5,-3.2,2006-08-25,00:00,2006-08-25 00:00
tonbridge (uk/england),,United Kingdom,sphere,Red lights&#44 High altitude Northern Hemisphere August 2007,51.183333,0.283333,2007-08-25,21:00,2007-08-25 21:00
great yarmouth (uk/england),,United Kingdom,sphere,I have taken picture of the sun hiding in the fogs.  There was a sphere light next to the sun.  ((NUFORC Note:  Lens flare.  PD)),52.633333,1.75,2013-08-25,16:00,2013-08-25 16:00
wuerzburg (germany),,Germany,light,Bright motionless light seen in Germany.,49.791304,9.953355,1997-08-26,20:00,1997-08-26 20:00
aarle-rixtel (netherlands),,Netherlands,fireball,Orange flying object in sky over Brabant (NL),51.509619,5.636418,2001-08-26,21:30,2001-08-26 21:30
essex (uk/england),,United Kingdom,fireball,2 objects of orange colour&#44moving with no noise,51.833333,0.583333,2006-08-26,22:04,2006-08-26 22:04
liverpool (uk/england),,United Kingdom,light,Star like object started shining very bright. Then faded in brightness and started moving across the sky.,53.416667,-3.0,2007-08-26,03:28,2007-08-26 03:28
milton keynes (uk/england),,United Kingdom,formation,triangle formation changing positions,52.033333,-0.7,2007-08-26,18:51,2007-08-26 18:51
spain,,Spain,other,We are from the UK&#44 and on our flight back from Majorca&#44 Spain&#44 on the plane when looking out of the window&#44 we noticed a very long and,40.463667,-3.74922,2008-08-26,14:00,2008-08-26 14:00
heidelberg (germany),,Germany,changing,Three ships appeared for about five minutes then left.,50.633333,13.466667,2008-08-26,21:00,2008-08-26 21:00
the hague (the netherlands),,Netherlands,oval,sporting alian crafts,52.070498,4.3007,2009-08-26,05:10,2009-08-26 05:10
patras (greece),,Greece,light,I was talking on the phone on my balcony when suddenly a shiny object like a bright star appeared in the sky hovering up and down like,38.24664,21.734574,2013-08-26,23:11,2013-08-26 23:11
london (sw8.4jq) (uk/england),,United Kingdom,triangle,IT WAS WEDGE SHAPED SILVER AND SHINING AND SILENT.,51.514125,-0.093689,2000-08-27,15:30,2000-08-27 15:30
cardiff (near) (uk/wales),,United Kingdom,light,Stacked pulsating lights,51.5,-3.2,2002-08-27,22:30,2002-08-27 22:30
newcastle/alwick (between) (uk/england),,Uk/england,flash,very quick flashes and streaks seen to north during journey between  newcastle and alnwick&#44 england,55.009962,-1.628304,2004-08-27,22:20,2004-08-27 22:20
blackpool (uk/england),,United Kingdom,light,Fireball over Blackpool England 9.45pm 27/08/06,53.816667,-3.05,2006-08-27,21:45,2006-08-27 21:45
rasnov (romania),,Romaina,cigar,romania,45.59306,25.46028,2006-08-27,24:00,2006-08-27 24:00
uk/wales,,United Kingdom,oval,Oval UFO possibly spotted in Port Talbot&#44 South Wales,52.130661,-3.783712,2010-08-27,20:45,2010-08-27 20:45
henham (near stansted airport) (uk/england),,United Kingdom,sphere,Bright white light with red lights&#44 sphere shaped&#44 also green lasers scanning surroundings,51.933333,0.25,2011-08-27,21:30,2011-08-27 21:30
horley (uk/england),,United Kingdom,triangle,triangle shaped object in the sky with flashing lights,51.166667,-0.166667,2011-08-27,22:30,2011-08-27 22:30
yorkshire (south) (uk/england),,United Kingdom,oval,STRANGE SOUNDS  COMING FROM  OUT SIDE  WENT TO INVESTERGATE  THEN SAW  STRANGE OBGECT IN SKY,54.0,-1.5,1992-08-28,05:30,1992-08-28 05:30
helsinki (finland),,Finland,rectangle,Black rectangle approximately 30 feet long with bright head and tail light&#44 red and green side lights.Hovered ( levitated ) silently (,60.173324,24.941025,1994-08-28,22:00,1994-08-28 22:00
north tyneside (uk/england),,Uk/england,triangle,I FINISH WORK AS A TAXI DRIVER AT AROUND 3 TO 4A.M.EACH MORNING. ON THIS PARTICULAR MORNING I WAS LOOKING OUT OF MY HOUSE WINDOW WHEN I,55.008,-1.546,2000-08-28,03:30,2000-08-28 03:30
bracknell (uk/england),,United Kingdom,light,bright light moving very quickly with no tail,51.416667,-0.75,2000-08-28,23:00,2000-08-28 23:00
nottingham (uk/england),,United Kingdom,other,a bright object like a fireball  i was on my way home very dark night when i saw a fire ball of a sort of craft it came out of no were,52.966667,-1.166667,2001-08-28,21:15,2001-08-28 21:15
colonia st. jordi (spain),,Spain,triangle,A triangle with rounded corners. 1 light like a circle at any corner. Dimmt not bright shining. Soundless flying about 1000 - 3000 m hi,41.406897,2.132327,2002-08-28,22:30,2002-08-28 22:30
plymouth (near) (uk/england),,United Kingdom,flash,Moving light stops&#44 flashes,50.396389,-4.138611,2002-08-28,22:30,2002-08-28 22:30
honenfels (germany),,Germany,fireball,Strange lights appear over the Combat Manuaver Training Center,49.203278,11.849022,2003-08-28,02:00,2003-08-28 02:00
nastola (finland),,Finland,changing,The object changed shape rapidly&#44 and was surrounded with a bluish haze. It moved very fast&#44 before it stopped for a few minutes&#44 and t,60.948103,25.933712,2003-08-28,22:10,2003-08-28 22:10
aydin (turkey),,Turkey,diamond,shining point moves like a crazy,37.856041,27.841631,2006-08-28,02:30,2006-08-28 02:30
liverpool (uk/england),,United Kingdom,rectangle,Bright yellow glowing rectangle.,53.416667,-3.0,2007-08-28,19:50,2007-08-28 19:50
altrincham (uk/england),,United Kingdom,fireball,firey orange light moving smoothly and silently in the sky until disappearing,53.383333,-2.35,2009-08-28,23:50,2009-08-28 23:50
york (uk/england),,United Kingdom,light,Bright light moving and stopping&#44 seen from York&#44 England.,53.954115,-1.064262,2012-08-28,03:30,2012-08-28 03:30
salford (uk/england),,United Kingdom,changing,THE CRAFT WAS MOVING VERY FAST SHIMMERING GOLD/YELLOW I LIVE IN THE FLIGHT PATH OF MANCHESTER AIRPORT AT THE TIME A 747 WAS WINDING DOW,52.033333,-0.633333,1999-08-29,16:14,1999-08-29 16:14
shropham norfolk (uk/england),,Uk/england,fireball,A bright orange ball hovering in the sky .,52.497193,0.918423,2000-08-29,00:30,2000-08-29 00:30
hannover (germany),,Germany,circle,4 white circular lights moving into the centre to form one.,53.183333,8.516667,2000-08-29,01:30,2000-08-29 01:30
nottingham (uk/england),,United Kingdom,egg,we was on a return journey from visiting family&#44when a light almost blinded me .my passenger turned to me and said look out behind&#44 i l,52.966667,-1.166667,2001-08-29,23:30,2001-08-29 23:30
middlesbrough (uk/england),,United Kingdom,unknown,soon as we saw &#44 it was not an aeroplane,54.572778,-1.162778,2003-08-29,21:35,2003-08-29 21:35
london (uk/england),,United Kingdom,sphere,We were on a main road in London called Finchley Road&#44 there were plenty more people driving who could have seen this object. It appear,51.514125,-0.093689,2004-08-29,22:30,2004-08-29 22:30
essex (uk/england),,United Kingdom,circle,ball of orange light moving and disappearing then reappearing.,51.833333,0.583333,2005-08-29,21:00,2005-08-29 21:00
newcastle upon tyne (uk/england),,United Kingdom,circle,Strange sightings of in excess of 40+ UFO&#39s over the Northeast of UK travelling West - East.,54.988056,-1.619444,2009-08-29,21:20,2009-08-29 21:20
worcester (uk/england),,United Kingdom,circle,6 Round White Circles,52.166667,-2.166667,2009-08-29,21:20,2009-08-29 21:20
isle of bute (uk/scotland),,United Kingdom,formation,Six horizontal solid white lights with one glowing red in the middle,55.833333,-5.1,2011-08-29,02:00,2011-08-29 02:00
woodhall spa (uk/england),,United Kingdom,light,Rectangle of light,53.15,-0.216667,2011-08-29,21:45,2011-08-29 21:45
nottingham (uk/england),,United Kingdom,light,2 bright lights&#44 fading in and out&#44 following the line of a chemtrail.,52.966667,-1.166667,2013-08-29,09:00,2013-08-29 09:00
southampton (uk/england),,United Kingdom,triangle,dark triangle shaped aircraft no sound could be heard however we did notice after it had gone what sounded like thunder in the distance,50.9,-1.4,2000-08-30,01:34,2000-08-30 01:34
shropham norfolk (uk/england),,Uk/england,fireball,Bright light hovering unusually over trees &#44 disappearing and reappearing at rapid speed.,52.497193,0.918423,2000-08-30,05:40,2000-08-30 05:40
tidworth (uk/england),,Uk/england,teardrop,I was having a smoke in my back yard and glansed up an saw a tear drop shaped object over my house it flew in a circular circuit over t,51.241449,-1.664482,2001-08-30,23:05,2001-08-30 23:05
kerry (republic of ireland),,Ireland,sphere,The object  seemed to move at lightining speed,52.154461,-9.566863,2002-08-30,13:45,2002-08-30 13:45
barcelona (spain),,Spain,formation,I saw 3 lightballs comming towards me as if an airplain was comming in at about 5 miles distance. We all were watching incomming airtra,41.385064,2.173403,2003-08-30,22:05,2003-08-30 22:05
glasgow (uk/scotland),,United Kingdom,unknown,SOMETHING HIDDEN IN A CLOUD 40 FOOT IN THE AIR THAT FLASHED LIGHTS &#33,55.833333,-4.25,2004-08-30,15:50,2004-08-30 15:50
mazarron (murcia) (spain),,Spain,flash,Bright white lights,37.595818,-1.314735,2004-08-30,21:45,2004-08-30 21:45
london (uk/england),,United Kingdom,triangle,3 stars moving in the shape of a triangle,51.514125,-0.093689,2005-08-30,03:55,2005-08-30 03:55
coventry (uk/england),,United Kingdom,chevron,large arrow-shaped craft over Coventry UK,52.416667,-1.55,2005-08-30,22:30,2005-08-30 22:30
sharldlow (derby) (uk/england),,Uk/england,unknown,Shardlow 1:44 AM (Red and white light),52.869581,-1.356184,2007-08-30,01:44,2007-08-30 01:44
torrenueva (granada) (spain),,Spain,sphere,Spherical object rotating over itself over the sea.,38.638923,-3.361564,2007-08-30,19:30,2007-08-30 19:30
little braxted (essex) (uk/england),,Uk/england,light,Orange circular objects in Britian in triangle formation that move simultaniously together,51.783391,0.682155,2009-08-30,09:52,2009-08-30 09:52
annalong (uk/england),,United Kingdom,fireball,Orange light&#44 with no noise flying level&#44 then climbing rapidly.,54.1,-5.883333,2010-08-30,22:00,2010-08-30 22:00
bucharest (romania),,Romaina,light,Objects of orange color were moving silently&#44 linearly&#44 and relatively moderate speed&#44 from east to west. They appear from now where&#44 a,44.4325,26.103889,2012-08-30,21:00,2012-08-30 21:00
northampton (uk/england),,United Kingdom,triangle,I was walking across an open park area&#44 when I noticed a strange light in the sky. The light was very bright&#44 and far too big to be a s,52.25,-0.883333,2000-08-31,22:35,2000-08-31 22:35
wormer (netherlands),,Netherlands,disk,eye witness around midnight,52.498662,4.812462,2002-08-31,23:57,2002-08-31 23:57
basingstoke (uk/england),,United Kingdom,cigar,Shiny black cylindrical object close to gliders.,51.266667,-1.083333,2003-08-31,16:00,2003-08-31 16:00
vilivere (estonia),,Estonia,unknown,(sorry abot my englis grammatics..) Undefined flying object (UFO?) with circling red flashing lights&#44 it flown very low high at a very,59.201412,24.713059,2008-08-31,01:25,2008-08-31 01:25
hilversum (the netherlands),,Netherlands,cross,UFO followed parabolic flight path to match the curvature of the Earth&#33,52.22917,5.166897,2008-08-31,22:15,2008-08-31 22:15
darvel (uk/scotland),,United Kingdom,disk,saucer shaped object with point seen above Darvel at time of Halle Bop,55.583333,-4.283333,1997-08-03,10:00,1997-08-03 10:00
bishop auckland&#44 durham (uk/england),,Uk/england,light,very bright light&#44 appeared to be an extremely bright star until it moved.,54.663822,-1.678788,1999-08-03,02:45,1999-08-03 02:45
morecambe (uk/england),,United Kingdom,light,3 silver objets very close to the sun very small but moving slowly away watched them for about 15/20 mins,54.066667,-2.85,2002-08-03,15:10,2002-08-03 15:10
london (uk/england),,United Kingdom,sphere,Silver Ball,51.514125,-0.093689,2003-08-03,16:45,2003-08-03 16:45
kent (uk/england),,United Kingdom,light,Satellite-like light in sky brightening &amp; fading&#44 changing course from S-N to E-W&#44 followed by second one.,51.25,0.75,2003-08-03,23:30,2003-08-03 23:30
middlesbrough (uk/england),,United Kingdom,chevron,I cannot remember the exact date but it was on the night when mars was the closest to earth last august (03).Me and my mother were both,54.572778,-1.162778,2004-08-03,23:30,2004-08-03 23:30
london (uk/england),,United Kingdom,circle,i saw a helecopter and plane then three round balls around the plane in a v formaton,51.514125,-0.093689,2005-08-03,16:42,2005-08-03 16:42
north yorkshire (uk/england),,United Kingdom,oval,two oval objects &#33,54.166667,-1.5,2008-08-03,22:00,2008-08-03 22:00
worthing (uk/england),,United Kingdom,diamond,U.F.O IN SURRY FOR 1 HOUR,50.8,-0.366667,2001-08-04,01:30,2001-08-04 01:30
eindhoven (netherlands),,Netherlands,circle,it was a clouded evening&#44when we saw two bright balls of light in the sky.they were swirling around in a circle behind the clouds o,51.441642,5.469722,2002-08-04,22:00,2002-08-04 22:00
apeldoorn (netherlands),,Netherlands,disk,green&#44 yellow&#44 red&#44 orange lights going around the saucer,52.211157,5.969923,2003-08-04,05:30,2003-08-04 05:30
banbury (near) (uk/england),,United Kingdom,rectangle,Strange&#44 vaguely discernible &#39structure&#39 seen flying directly overhead at an airfield near Banbury&#44 UK,52.05,-1.333333,2003-08-04,14:30,2003-08-04 14:30
nelson (uk/england),,United Kingdom,formation,About 6 crafts in what looked like olive leaf shapes in formation covered an area of country in lancashire&#44 england,51.653333,-3.284444,2006-08-04,19:00,2006-08-04 19:00
dorking&#44 surrey (uk/england),,Uk/england,circle,TWO WHITE CIRCULAR OBJECTS MOVING AT HIGH ALTITUDE &amp; SPEED.,51.232202,-0.332378,2007-08-04,15:00,2007-08-04 15:00
worthing (uk/england),,United Kingdom,circle,Circular light&#44 zig-zagging across the sky,50.8,-0.366667,2007-08-04,23:15,2007-08-04 23:15
algarve (portugal),,Portugal,circle,Two orange balls dancing playfully in the sky and travelling at great speed,37.017954,-7.930834,2008-08-04,03:40,2008-08-04 03:40
ingoldmells (uk/england),,United Kingdom,unknown,Ingoldmells&#44 object which appeared cloaked moved quickly with a whirring sound&#44 also 3 separate lights disappearing above the sea,53.183333,0.333333,2008-08-04,23:00,2008-08-04 23:00
claremorris&#44 co. mayo&#44 ireland,,Ireland,light,Stationary&#44 pulsating beam of green light from cloud to open ground.,53.723876,-9.001736,2010-08-04,23:00,2010-08-04 23:00
dun sur meuse (france),,France,formation,Two objects looking like regular stars crossing the night skies way too fast to be satellites or airplaines. No trail,49.384119,5.184923,2003-08-05,23:45,2003-08-05 23:45
earl shilton&#44 leicester (uk/england),,Uk/england,flash,Several bright blue flashes of light,52.574738,-1.323133,2003-08-05,23:53,2003-08-05 23:53
london (uk/england),,United Kingdom,circle,Strange black Object videotaped near plane in Windsor&#44 England.,51.514125,-0.093689,2006-08-05,13:00,2006-08-05 13:00
lowestoft (uk/england),,Uk/england,light,Bright light seen moving north east over Lowestoft in Suffolk&#44 England,52.481138,1.753449,2007-08-05,00:00,2007-08-05 00:00
chawton&#44 hampshire (near alton) (uk/england),,Uk/england,light,A single Small white light  observed moving across night sky at a very high altitude,51.131258,-0.987425,2007-08-05,21:31,2007-08-05 21:31
falkirk (uk/scotland),,United Kingdom,circle,Red light over Falkirk&#44 Scotland.,56.0,-3.75,2010-08-05,22:45,2010-08-05 22:45
cardigan (uk/wales),,United Kingdom,sphere,White light moving slowly due east away from Cardigan Wales&#44 UK,52.083333,-4.666667,2013-08-05,22:25,2013-08-05 22:25
